f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,label
0.9505670666694641,0.8278360366821289,6.099972438278201e-07,0.8933758735656738,0.8419290781021118,-0.0028327880427241325,0.8329566717147827,0.828558087348938,-0.017971627414226532,0.7906011343002319,0.7992740869522095,-0.030697820708155632,0.7710676193237305,0.7602156400680542,-0.04510078206658363,0.8060064911842346,0.7773475050926208,-0.06326216459274292,0.7539712190628052,0.7135233879089355,-0.09073193371295929,0.734431803226471,0.6634199619293213,-0.10506939888000488,0.7227336168289185,0.6195391416549683,-0.1131424754858017,0.8400183320045471,0.755105197429657,-0.07480648905038834,0.7999871969223022,0.6432918310165405,-0.09985918551683426,0.7797654867172241,0.5778706073760986,-0.10846830159425735,0.7658779621124268,0.5241313576698303,-0.11389180272817612,0.8842317461967468,0.7404311895370483,-0.0834711492061615,0.8713546991348267,0.6243327856063843,-0.11092095822095871,0.8546065092086792,0.5438529253005981,-0.12287113070487976,0.8426471948623657,0.47857946157455444,-0.12914040684700012,0.930190920829773,0.7303436994552612,-0.08947548270225525,0.9287900924682617,0.6371279954910278,-0.10973042994737625,0.9261319637298584,0.5748611688613892,-0.11305742710828781,0.9245409965515137,0.5219533443450928,-0.11395785212516785,palm
0.9172465205192566,0.725660502910614,7.691694463574095e-07,0.8591229915618896,0.7272992134094238,-0.02010919526219368,0.8106448650360107,0.6948226690292358,-0.0384378656744957,0.7759974598884583,0.6629468202590942,-0.053251512348651886,0.7553596496582031,0.6416410207748413,-0.06994636356830597,0.807669997215271,0.6187201738357544,-0.0632103905081749,0.7630816698074341,0.5496010780334473,-0.0924086794257164,0.7434148788452148,0.49794480204582214,-0.11098252981901169,0.7321581244468689,0.45360636711120605,-0.12352032214403152,0.8533279299736023,0.605304479598999,-0.07134152203798294,0.8379113674163818,0.5138547420501709,-0.09906530380249023,0.8323037028312683,0.4553986191749573,-0.11126577854156494,0.8289862871170044,0.40814822912216187,-0.12003280222415924,0.9032719731330872,0.6122407913208008,-0.07967014610767365,0.905471920967102,0.5327643752098083,-0.11216723173856735,0.8971652388572693,0.46759164333343506,-0.12843769788742065,0.890751838684082,0.4140433669090271,-0.13915592432022095,0.9491133689880371,0.633629560470581,-0.08748941123485565,0.9700813293457031,0.5864066481590271,-0.11945059150457382,0.9799890518188477,0.5466021299362183,-0.12862178683280945,0.9858936667442322,0.5115102529525757,-0.13345089554786682,palm
0.9287147521972656,0.762405276298523,7.339485250668076e-07,0.8610959053039551,0.7702237367630005,-0.02181928977370262,0.7940071821212769,0.731503963470459,-0.03908994421362877,0.7386696934700012,0.6958536505699158,-0.05180874839425087,0.6898341178894043,0.6768426895141602,-0.06644274294376373,0.792987048625946,0.6558119058609009,-0.06987250596284866,0.7580840587615967,0.5585094690322876,-0.10103265196084976,0.7426156401634216,0.4974399209022522,-0.11969000846147537,0.7339124083518982,0.44988974928855896,-0.13295254111289978,0.8397582769393921,0.6322697401046753,-0.07700484991073608,0.8288631439208984,0.5174322724342346,-0.10616164654493332,0.8215224742889404,0.44743815064430237,-0.1196071058511734,0.8171746134757996,0.3950546681880951,-0.13044755160808563,0.8936122059822083,0.6309220790863037,-0.08382739871740341,0.9006031155586243,0.528537929058075,-0.11588472127914429,0.8915968537330627,0.4653843641281128,-0.13146057724952698,0.8842823505401611,0.4178788661956787,-0.1424897164106369,0.9446189403533936,0.6458007097244263,-0.09027597308158875,0.9689229726791382,0.5816895365715027,-0.12431305646896362,0.976000189781189,0.5406960844993591,-0.13616131246089935,0.9815279245376587,0.504123866558075,-0.14258286356925964,palm
0.9111120104789734,0.7919232249259949,7.442235983035062e-07,0.8347130417823792,0.7787177562713623,-0.033651549369096756,0.7632955312728882,0.7270200848579407,-0.049954820424318314,0.7062826156616211,0.6742419600486755,-0.062145963311195374,0.655043363571167,0.6334192156791687,-0.07428392767906189,0.7968461513519287,0.6358981132507324,-0.04225051775574684,0.7605690360069275,0.5464630126953125,-0.06705740094184875,0.7450655102729797,0.4891735315322876,-0.08410905301570892,0.7329902052879333,0.4411216378211975,-0.0969688668847084,0.8509654998779297,0.6162449717521667,-0.04503369331359863,0.8375832438468933,0.5180590748786926,-0.0698101595044136,0.8292420506477356,0.45311033725738525,-0.08783911168575287,0.8234458565711975,0.4022589921951294,-0.10117510706186295,0.9047216176986694,0.6234400868415833,-0.05103827640414238,0.9051137566566467,0.5382375717163086,-0.08129286766052246,0.9000881910324097,0.4760792553424835,-0.09659044444561005,0.8945314288139343,0.42270058393478394,-0.10606606304645538,0.9553771615028381,0.6491100788116455,-0.05840955302119255,0.9746595621109009,0.5872808694839478,-0.08779294788837433,0.9811900854110718,0.5393098592758179,-0.09623855352401733,0.9828627109527588,0.4960295855998993,-0.10044291615486145,palm
0.905387818813324,0.8124772310256958,4.7637755073992594e-07,0.8319743275642395,0.792859673500061,-0.03626640886068344,0.7645677328109741,0.7342861890792847,-0.050787221640348434,0.7086766362190247,0.6728270053863525,-0.06094221770763397,0.657315731048584,0.6301195025444031,-0.0698244646191597,0.7997130751609802,0.6360283493995667,-0.029376165941357613,0.7614642381668091,0.5473722219467163,-0.048467107117176056,0.745573878288269,0.49394044280052185,-0.062483709305524826,0.7347159385681152,0.4436671733856201,-0.07314283400774002,0.8533987998962402,0.6148154139518738,-0.027767011895775795,0.8341150879859924,0.5147753953933716,-0.04033447057008743,0.8246167898178101,0.453091025352478,-0.05116807669401169,0.8196640014648438,0.4007298946380615,-0.06062014028429985,0.9059817790985107,0.6209409236907959,-0.03103768080472946,0.9077062010765076,0.5310298800468445,-0.049752432852983475,0.9011054635047913,0.47587454319000244,-0.058268435299396515,0.8952983021736145,0.4268225133419037,-0.06446491181850433,0.9566305875778198,0.6450432538986206,-0.03721677139401436,0.9737138152122498,0.5866668224334717,-0.05524739995598793,0.979339599609375,0.5443617105484009,-0.05900493636727333,0.9820035696029663,0.5025991201400757,-0.061307452619075775,palm
0.9128020405769348,0.7907254099845886,5.8706461913971e-07,0.8371936082839966,0.758833110332489,-0.030282897874712944,0.7676773071289062,0.6945881247520447,-0.044864851981401443,0.7109483480453491,0.6398865580558777,-0.05623732879757881,0.6596193909645081,0.6066590547561646,-0.06664179265499115,0.7968789935112,0.600456178188324,-0.031093571335077286,0.7614733576774597,0.504189133644104,-0.051344215869903564,0.7466162443161011,0.4448835849761963,-0.06558733433485031,0.7367954254150391,0.3918200135231018,-0.07602475583553314,0.8511565327644348,0.5823269486427307,-0.032628584653139114,0.8318659663200378,0.4778040051460266,-0.048006121069192886,0.8246018290519714,0.41137924790382385,-0.05995842069387436,0.8216697573661804,0.35643118619918823,-0.06933316588401794,0.9057247638702393,0.5887234807014465,-0.03801985830068588,0.9037840366363525,0.4941636323928833,-0.05735957249999046,0.9007889032363892,0.43483269214630127,-0.06688638776540756,0.8971756100654602,0.384019672870636,-0.0734100416302681,0.9589098691940308,0.6111510992050171,-0.04566283896565437,0.972762942314148,0.544864296913147,-0.06379148364067078,0.9782896041870117,0.4973149299621582,-0.06810527294874191,0.980193018913269,0.4520208537578583,-0.07041469216346741,palm
0.9147268533706665,0.741101861000061,5.277289005789498e-07,0.8585315942764282,0.7218146920204163,-0.03956564888358116,0.8029520511627197,0.6824142932891846,-0.057868920266628265,0.7602117657661438,0.6474454402923584,-0.07136202603578568,0.720552384853363,0.6218963265419006,-0.08370264619588852,0.8038290143013,0.5494590401649475,-0.02866305783390999,0.7664989233016968,0.47954800724983215,-0.04616445675492287,0.7493627667427063,0.4347366988658905,-0.06117064878344536,0.7360442876815796,0.3979908227920532,-0.07178045064210892,0.8542208671569824,0.5292171239852905,-0.023845134302973747,0.8407890796661377,0.4357377886772156,-0.03503880277276039,0.8351831436157227,0.3947194814682007,-0.04504071921110153,0.8314391374588013,0.3717138171195984,-0.051928356289863586,0.9031470417976379,0.5396150350570679,-0.024365326389670372,0.9135420918464661,0.462793231010437,-0.04079892113804817,0.913391649723053,0.42492127418518066,-0.048510801047086716,0.9120598435401917,0.3993205726146698,-0.053039275109767914,0.9503709077835083,0.5709049701690674,-0.028125278651714325,0.9733812212944031,0.5228567123413086,-0.044912274926900864,0.9847495555877686,0.4950096309185028,-0.04775146022439003,0.9906558990478516,0.4736928343772888,-0.04807344451546669,palm
0.9168016910552979,0.7100332975387573,5.564663752011256e-07,0.8652099370956421,0.6939703226089478,-0.040400125086307526,0.8144285678863525,0.6604260206222534,-0.06632149964570999,0.7731142640113831,0.6377804279327393,-0.08811435848474503,0.7333105206489563,0.6257812976837158,-0.11076248437166214,0.8097043037414551,0.5465604662895203,-0.05217554047703743,0.7692974805831909,0.483304500579834,-0.08293075114488602,0.7503170967102051,0.43935394287109375,-0.10613785684108734,0.7372740507125854,0.3995519280433655,-0.12269330024719238,0.8575119972229004,0.5313354730606079,-0.05290760472416878,0.8402493596076965,0.45145195722579956,-0.07968684285879135,0.8331353068351746,0.40486371517181396,-0.09879957884550095,0.8295924067497253,0.36604368686676025,-0.11235806345939636,0.9060872793197632,0.5427025556564331,-0.05793309956789017,0.9093586802482605,0.4721361994743347,-0.08782180398702621,0.9058268070220947,0.4297230541706085,-0.10164304822683334,0.9020142555236816,0.39286237955093384,-0.10982612520456314,0.9545794129371643,0.5721878409385681,-0.0657547116279602,0.9725230932235718,0.5240318775177002,-0.09305156022310257,0.980654239654541,0.4870745539665222,-0.10141042619943619,0.9842954277992249,0.4508416950702667,-0.1055837869644165,palm
0.7893129587173462,0.8975362777709961,7.280265776898887e-07,0.6875203251838684,0.8627393841743469,-0.031105833128094673,0.611849308013916,0.7531951069831848,-0.04163696616888046,0.5604475140571594,0.6511672735214233,-0.0488646999001503,0.5025918483734131,0.5947157144546509,-0.05692305788397789,0.661770761013031,0.6216928362846375,-0.03636222705245018,0.6262038946151733,0.49800363183021545,-0.05976708233356476,0.6035329103469849,0.42361849546432495,-0.07730251550674438,0.5851171016693115,0.35975006222724915,-0.0917850062251091,0.7290002703666687,0.5918747782707214,-0.043152932077646255,0.715945839881897,0.45475324988365173,-0.06273073703050613,0.7058351635932922,0.3674851357936859,-0.08228456228971481,0.6970360279083252,0.2971281409263611,-0.09862348437309265,0.7968028783798218,0.6011008024215698,-0.053574513643980026,0.800714910030365,0.4745766520500183,-0.08308949321508408,0.7981887459754944,0.39054644107818604,-0.10268397629261017,0.7951030731201172,0.3186079263687134,-0.11595362424850464,0.8595377802848816,0.6408526301383972,-0.0653688982129097,0.8869858980178833,0.5415849089622498,-0.0976705402135849,0.8950982093811035,0.4689564108848572,-0.10980930179357529,0.8986468315124512,0.4018232226371765,-0.1168447732925415,palm
0.7693436145782471,0.8755247592926025,9.152342954621417e-07,0.6726239919662476,0.8318395614624023,-0.03584663197398186,0.5922960042953491,0.7262389063835144,-0.05575690045952797,0.5313205718994141,0.643421471118927,-0.07181250303983688,0.46596717834472656,0.6130636930465698,-0.08901969343423843,0.6507651805877686,0.5808890461921692,-0.04593349248170853,0.6094775795936584,0.4469720721244812,-0.07053908705711365,0.586870551109314,0.36590513586997986,-0.08850667625665665,0.5705680847167969,0.2978048026561737,-0.10295452922582626,0.7270177602767944,0.5600257515907288,-0.05317582190036774,0.7181622982025146,0.4061840772628784,-0.07335615158081055,0.7156346440315247,0.31173864006996155,-0.09367731213569641,0.7134631276130676,0.23597675561904907,-0.10938503593206406,0.8000431060791016,0.5790347456932068,-0.06380771845579147,0.8140114545822144,0.4372462034225464,-0.0922066867351532,0.820699155330658,0.34750935435295105,-0.11440233141183853,0.8218174576759338,0.2700164020061493,-0.13043631613254547,0.8662230372428894,0.6258663535118103,-0.07583178579807281,0.9036517143249512,0.5340691804885864,-0.10559894144535065,0.9235596656799316,0.4687943756580353,-0.11699158698320389,0.9341927766799927,0.40876996517181396,-0.12403286248445511,palm
